locus_tag	protein_id	go_id	qualifier	aspect	evidence_code	reference	with_from	assigned_by	annotation_date	source_taxon	mapping_ambiguity	mapping_method
M744_RS04200	WP_011244033.1	GO:0051989	enables	F	IEA	PMID:33270901	HMM:TIGR00539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04205	WP_011244034.1	GO:0003864	enables	F	IEA	PMID:33270901	HMM:TIGR00222.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04205	WP_011244034.1	GO:0015940	involved_in	P	IEA	PMID:33270901	HMM:TIGR00222.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04215	WP_011378435.1	GO:0008902	enables	F	IEA	PMID:33270901	HMM:TIGR00097.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04215	WP_011378435.1	GO:0008972	enables	F	IEA	PMID:33270901	HMM:TIGR00097.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04215	WP_011378435.1	GO:0009228	involved_in	P	IEA	PMID:33270901	HMM:TIGR00097.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04220	WP_011244037.1	GO:0000910	involved_in	P	IEA	PMID:33270901	HMM:TIGR00065.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04220	WP_011244037.1	GO:0003924	enables	F	IEA	PMID:33270901	HMM:TIGR00065.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04220	WP_011244037.1	GO:0005525	enables	F	IEA	PMID:33270901	HMM:TIGR00065.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04225	WP_011378434.1	GO:0043093	involved_in	P	IEA	PMID:33270901	ArchId:11446343	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04225	WP_011378434.1	GO:0051301	involved_in	P	IEA	PMID:33270901	ArchId:11446343	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04235	WP_011244040.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11479728	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04235	WP_011244040.1	GO:0008716	enables	F	IEA	PMID:33270901	ArchId:11479728	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04235	WP_011244040.1	GO:0009252	involved_in	P	IEA	PMID:33270901	ArchId:11479728	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04235	WP_011244040.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11479728	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04240	WP_011244041.1	GO:0006400	involved_in	P	IEA	PMID:33270901	HMM:TIGR01574.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04240	WP_011244041.1	GO:0016782	enables	F	IEA	PMID:33270901	HMM:TIGR01574.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04240	WP_011244041.1	GO:0051539	enables	F	IEA	PMID:33270901	HMM:TIGR01574.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04240	WP_011244041.1	GO:1904047	enables	F	IEA	PMID:33270901	HMM:TIGR01574.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04245	WP_011244042.1	GO:0016855	enables	F	IEA	PMID:33270901	ArchId:10129519	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04250	WP_011378433.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10007276	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04250	WP_011378433.1	GO:0016740	enables	F	IEA	PMID:33270901	ArchId:10007276	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04250	WP_011378433.1	GO:0070403	enables	F	IEA	PMID:33270901	ArchId:10007276	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04255	WP_011244044.1	GO:0008610	involved_in	P	IEA	PMID:33270901	HMM:NF003657.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04255	WP_011244044.1	GO:0008780	enables	F	IEA	PMID:33270901	HMM:NF003657.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04265	WP_011378431.1	GO:0015562	enables	F	IEA	PMID:33270901	ArchId:11436314	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04265	WP_011378431.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:11436314	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04265	WP_011378431.1	GO:0042908	involved_in	P	IEA	PMID:33270901	ArchId:11436314	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04270	WP_011244046.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:11436533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04270	WP_011244046.1	GO:0022857	enables	F	IEA	PMID:33270901	ArchId:11436533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04270	WP_011244046.1	GO:0042802	enables	F	IEA	PMID:33270901	ArchId:11436533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04270	WP_011244046.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:11436533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04290	WP_011378428.1	GO:0003747	enables	F	IEA	PMID:33270901	HMM:TIGR00503.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04290	WP_011378428.1	GO:0003924	enables	F	IEA	PMID:33270901	HMM:TIGR00503.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04290	WP_011378428.1	GO:0005525	enables	F	IEA	PMID:33270901	HMM:TIGR00503.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04290	WP_011378428.1	GO:0006415	involved_in	P	IEA	PMID:33270901	HMM:TIGR00503.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04305	WP_011378426.1	GO:0010236	involved_in	P	IEA	PMID:33270901	HMM:TIGR02749.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04305	WP_011378426.1	GO:0052923	enables	F	IEA	PMID:33270901	HMM:TIGR02749.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04310	WP_407830092.1	GO:0008881	enables	F	IEA	PMID:33270901	HMM:TIGR00067.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04310	WP_407830092.1	GO:0009252	involved_in	P	IEA	PMID:33270901	HMM:TIGR00067.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04315	WP_011378425.1	GO:0008745	enables	F	IEA	PMID:33270901	ArchId:12111086	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04315	WP_011378425.1	GO:0009253	involved_in	P	IEA	PMID:33270901	ArchId:12111086	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04315	WP_011378425.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:12111086	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04320	WP_011378424.1	GO:0015078	enables	F	IEA	PMID:33270901	ArchId:10001451	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04320	WP_011378424.1	GO:0015297	enables	F	IEA	PMID:33270901	ArchId:10001451	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04320	WP_011378424.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10001451	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04320	WP_011378424.1	GO:1902600	involved_in	P	IEA	PMID:33270901	ArchId:10001451	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04325	WP_011244055.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10166075	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04335	WP_011378422.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11429533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04335	WP_011378422.1	GO:0030552	enables	F	IEA	PMID:33270901	ArchId:11429533	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04345	WP_011244059.1	GO:0003755	enables	F	IEA	PMID:33270901	ArchId:11425492	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04350	WP_011244060.1	GO:0009249	involved_in	P	IEA	PMID:33270901	HMM:TIGR00214.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04350	WP_011244060.1	GO:0033819	enables	F	IEA	PMID:33270901	HMM:TIGR00214.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04355	WP_011378421.1	GO:0005840	located_in	C	IEA	PMID:33270901	HMM:TIGR00741.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04355	WP_011378421.1	GO:0045182	enables	F	IEA	PMID:33270901	HMM:TIGR00741.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04360	WP_011378420.1	GO:0016829	enables	F	IEA	PMID:33270901	HMM:TIGR00299.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04360	WP_011378420.1	GO:7770034	involved_in	P	IEA	PMID:33270901	HMM:TIGR00299.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04365	WP_011244063.1	GO:0003725	enables	F	IEA	PMID:33270901	HMM:TIGR00057.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04365	WP_011244063.1	GO:0006400	involved_in	P	IEA	PMID:33270901	HMM:TIGR00057.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04365	WP_011244063.1	GO:0061710	enables	F	IEA	PMID:33270901	HMM:TIGR00057.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04370	WP_011244064.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10006640	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04370	WP_011244064.1	GO:0043107	involved_in	P	IEA	PMID:33270901	ArchId:10006640	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04375	WP_011378419.1	GO:0016740	enables	F	IEA	PMID:33270901	HMM:NF001140.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04375	WP_011378419.1	GO:0016853	enables	F	IEA	PMID:33270901	HMM:NF001140.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04395	WP_011378416.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:11444215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04410	WP_011378414.1	GO:0022857	enables	F	IEA	PMID:33270901	ArchId:10492346	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04410	WP_011378414.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:10492346	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04415	WP_011244073.1	GO:0003924	enables	F	IEA	PMID:33270901	HMM:TIGR03594.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04415	WP_011244073.1	GO:0005525	enables	F	IEA	PMID:33270901	HMM:TIGR03594.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04415	WP_011244073.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR03594.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04415	WP_011244073.1	GO:0042254	involved_in	P	IEA	PMID:33270901	HMM:TIGR03594.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04415	WP_011244073.1	GO:0043022	enables	F	IEA	PMID:33270901	HMM:TIGR03594.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04430	WP_011378411.1	GO:0008270	enables	F	IEA	PMID:33270901	ArchId:11459553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04430	WP_011378411.1	GO:0008745	enables	F	IEA	PMID:33270901	ArchId:11459553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04430	WP_011378411.1	GO:0042834	enables	F	IEA	PMID:33270901	ArchId:11459553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04430	WP_011378411.1	GO:0071555	involved_in	P	IEA	PMID:33270901	ArchId:11459553	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04435	WP_011378409.1	GO:0005975	involved_in	P	IEA	PMID:33270901	HMM:NF006778.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04435	WP_011378409.1	GO:0042132	enables	F	IEA	PMID:33270901	HMM:NF006778.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04440	WP_011244078.1	GO:0004345	enables	F	IEA	PMID:33270901	HMM:TIGR00871.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04440	WP_011244078.1	GO:0006006	involved_in	P	IEA	PMID:33270901	HMM:TIGR00871.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04440	WP_011244078.1	GO:0006098	involved_in	P	IEA	PMID:33270901	HMM:TIGR00871.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04440	WP_011244078.1	GO:0050661	enables	F	IEA	PMID:33270901	HMM:TIGR00871.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04445	WP_011244079.1	GO:0006098	involved_in	P	IEA	PMID:33270901	HMM:TIGR00534.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04445	WP_011244079.1	GO:0065003	involved_in	P	IEA	PMID:33270901	HMM:TIGR00534.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04450	WP_011244080.1	GO:0009055	enables	F	IEA	PMID:33270901	HMM:TIGR01156.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04450	WP_011244080.1	GO:0009767	involved_in	P	IEA	PMID:33270901	HMM:TIGR01156.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04450	WP_011244080.1	GO:0042651	located_in	C	IEA	PMID:33270901	HMM:TIGR01156.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04460	WP_011378408.1	GO:0004252	enables	F	IEA	PMID:33270901	HMM:NF045588.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04465	WP_011378407.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:11437595	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04465	WP_011378407.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11437595	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04470	WP_011244084.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:18656967	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04485	WP_011244087.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:11444215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04490	WP_011244088.1	GO:0004363	enables	F	IEA	PMID:33270901	HMM:TIGR01380.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04490	WP_011244088.1	GO:0006750	involved_in	P	IEA	PMID:33270901	HMM:TIGR01380.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04500	WP_011378405.1	GO:0006424	involved_in	P	IEA	PMID:33270901	HMM:TIGR00135.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04500	WP_011378405.1	GO:0006450	involved_in	P	IEA	PMID:33270901	HMM:TIGR00135.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04500	WP_011378405.1	GO:0030956	located_in	C	IEA	PMID:33270901	HMM:TIGR00135.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04500	WP_011378405.1	GO:0050567	enables	F	IEA	PMID:33270901	HMM:TIGR00135.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04515	WP_011244093.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:TIGR02607.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0015662	enables	F	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0019829	enables	F	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04525	WP_011378404.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11454793	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04530	WP_011244096.1	GO:0015986	involved_in	P	IEA	PMID:33270901	HMM:TIGR01216.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04530	WP_011244096.1	GO:0045259	located_in	C	IEA	PMID:33270901	HMM:TIGR01216.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04530	WP_011244096.1	GO:0046933	enables	F	IEA	PMID:33270901	HMM:TIGR01216.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04535	WP_011244097.1	GO:0015986	involved_in	P	IEA	PMID:33270901	HMM:TIGR01039.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04535	WP_011244097.1	GO:0045259	located_in	C	IEA	PMID:33270901	HMM:TIGR01039.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04535	WP_011244097.1	GO:0046933	enables	F	IEA	PMID:33270901	HMM:TIGR01039.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04540	WP_011244098.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF001530.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04540	WP_011244098.1	GO:0006457	involved_in	P	IEA	PMID:33270901	HMM:NF001530.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04540	WP_011244098.1	GO:0016887	enables	F	IEA	PMID:33270901	HMM:NF001530.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04545	WP_011244099.1	GO:0042026	involved_in	P	IEA	PMID:33270901	HMM:TIGR02348.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04545	WP_011244099.1	GO:0140662	enables	F	IEA	PMID:33270901	HMM:TIGR02348.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04550	WP_011378403.1	GO:0009252	involved_in	P	IEA	PMID:33270901	HMM:TIGR01133.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04550	WP_011378403.1	GO:0050511	enables	F	IEA	PMID:33270901	HMM:TIGR01133.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04565	WP_011378401.1	GO:0016830	enables	F	IEA	PMID:33270901	ArchId:10000562	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04565	WP_011378401.1	GO:0019752	involved_in	P	IEA	PMID:33270901	ArchId:10000562	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04565	WP_011378401.1	GO:0030170	enables	F	IEA	PMID:33270901	ArchId:10000562	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04570	WP_011378400.1	GO:0008379	enables	F	IEA	PMID:33270901	ArchId:10122432	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04575	WP_011244104.1	GO:0004047	enables	F	IEA	PMID:33270901	HMM:TIGR00528.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04575	WP_011244104.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00528.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04575	WP_011244104.1	GO:0019464	involved_in	P	IEA	PMID:33270901	HMM:TIGR00528.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04585	WP_155813915.1	GO:0006457	involved_in	P	IEA	PMID:33270901	ArchId:10154716	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04590	WP_011244106.1	GO:0000160	involved_in	P	IEA	PMID:33270901	HMM:NF045914.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04590	WP_011244106.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:NF045914.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04590	WP_011244106.1	GO:0006355	involved_in	P	IEA	PMID:33270901	HMM:NF045914.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04600	WP_011378397.1	GO:0004156	enables	F	IEA	PMID:33270901	HMM:TIGR01496.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04600	WP_011378397.1	GO:0009396	involved_in	P	IEA	PMID:33270901	HMM:TIGR01496.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04620	WP_011244111.1	GO:0003735	enables	F	IEA	PMID:33270901	HMM:TIGR00952.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04620	WP_011244111.1	GO:0005840	located_in	C	IEA	PMID:33270901	HMM:TIGR00952.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04620	WP_011244111.1	GO:0006412	involved_in	P	IEA	PMID:33270901	HMM:TIGR00952.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04625	WP_011244112.1	GO:0006281	involved_in	P	IEA	PMID:33270901	HMM:TIGR00084.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04625	WP_011244112.1	GO:0006310	involved_in	P	IEA	PMID:33270901	HMM:TIGR00084.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04625	WP_011244112.1	GO:0009378	enables	F	IEA	PMID:33270901	HMM:TIGR00084.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04625	WP_011244112.1	GO:0009379	located_in	C	IEA	PMID:33270901	HMM:TIGR00084.2	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04635	WP_011378394.1	GO:0004356	enables	F	IEA	PMID:33270901	HMM:TIGR03105.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04635	WP_011378394.1	GO:1901704	involved_in	P	IEA	PMID:33270901	HMM:TIGR03105.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04645	WP_011378392.1	GO:0016757	enables	F	IEA	PMID:33270901	HMM:NF013652.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04655	WP_011378391.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:11462199	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04655	WP_011378391.1	GO:0008754	enables	F	IEA	PMID:33270901	ArchId:11462199	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04655	WP_011378391.1	GO:0008755	enables	F	IEA	PMID:33270901	ArchId:11462199	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04655	WP_011378391.1	GO:0009103	involved_in	P	IEA	PMID:33270901	ArchId:11462199	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04660	WP_011244119.1	GO:0005975	involved_in	P	IEA	PMID:33270901	ArchId:10002722	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04660	WP_011244119.1	GO:0016853	enables	F	IEA	PMID:33270901	ArchId:10002722	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04660	WP_011244119.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10002722	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04660	WP_011244119.1	GO:0097367	enables	F	IEA	PMID:33270901	ArchId:10002722	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04665	WP_011244120.1	GO:0008690	enables	F	IEA	PMID:33270901	HMM:TIGR00466.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04665	WP_011244120.1	GO:0009244	involved_in	P	IEA	PMID:33270901	HMM:TIGR00466.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04670	WP_011378390.1	GO:0008676	enables	F	IEA	PMID:33270901	HMM:NF003543.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04670	WP_011378390.1	GO:0009058	involved_in	P	IEA	PMID:33270901	HMM:NF003543.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04675	WP_011244122.1	GO:0016788	enables	F	IEA	PMID:33270901	ArchId:10004505	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS04690	WP_199290546.1	GO:0030554	enables	F	IEA	PMID:33270901	HMM:NF012678.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
