subject_locus_tag	relationship	object_namespace	object_id	seqid	start	end	strand	mapping_ambiguity	source	evidence	mapping_method
M744_RS04150	cds_segment	RefSeq_location	NZ_CP006471.1:796973-798433:-	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04150	current_locus_tag	RefSeq_locus_tag	M744_RS04150	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3		direct annotation
M744_RS04150	genomic_location	RefSeq_location	NZ_CP006471.1:796973-798433:-	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04150	old_locus_tag	legacy_locus_tag	M744_04300	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04150	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2392	NZ_CP006471.1	796973	798433	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378443.1	exact shared RefSeq protein_id
M744_RS04150	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12155	NZ_CP006471.1	796973	798433	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378443.1	exact shared RefSeq protein_id
M744_RS04150	protein_id	RefSeq_protein	WP_011378443.1	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04150	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	796973	798433	-		UTEX RefSeq GFF3		direct seqid
M744_RS04155	cds_segment	RefSeq_location	NZ_CP006471.1:798630-799250:-	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04155	current_locus_tag	RefSeq_locus_tag	M744_RS04155	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3		direct annotation
M744_RS04155	genomic_location	RefSeq_location	NZ_CP006471.1:798630-799250:-	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04155	old_locus_tag	legacy_locus_tag	M744_04305	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04155	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2391	NZ_CP006471.1	798630	799250	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378442.1	exact shared RefSeq protein_id
M744_RS04155	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12150	NZ_CP006471.1	798630	799250	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378442.1	exact shared RefSeq protein_id
M744_RS04155	protein_id	RefSeq_protein	WP_011378442.1	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04155	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	798630	799250	-		UTEX RefSeq GFF3		direct seqid
M744_RS04160	cds_segment	RefSeq_location	NZ_CP006471.1:799356-803012:-	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04160	current_locus_tag	RefSeq_locus_tag	M744_RS04160	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3		direct annotation
M744_RS04160	genomic_location	RefSeq_location	NZ_CP006471.1:799356-803012:-	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04160	old_locus_tag	legacy_locus_tag	M744_04310	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04160	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2390	NZ_CP006471.1	799356	803012	-		PCC 7942 and UTEX RefSeq GFF3	WP_039755558.1	exact shared RefSeq protein_id
M744_RS04160	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12145	NZ_CP006471.1	799356	803012	-		PCC 7942 and UTEX RefSeq GFF3	WP_039755558.1	exact shared RefSeq protein_id
M744_RS04160	protein_id	RefSeq_protein	WP_039755558.1	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04160	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	799356	803012	-		UTEX RefSeq GFF3		direct seqid
M744_RS04165	cds_segment	RefSeq_location	NZ_CP006471.1:803101-803877:+	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04165	current_locus_tag	RefSeq_locus_tag	M744_RS04165	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3		direct annotation
M744_RS04165	genomic_location	RefSeq_location	NZ_CP006471.1:803101-803877:+	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04165	old_locus_tag	legacy_locus_tag	M744_04315	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04165	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2389	NZ_CP006471.1	803101	803877	+		PCC 7942 and UTEX RefSeq GFF3	WP_231621379.1	exact shared RefSeq protein_id
M744_RS04165	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12140	NZ_CP006471.1	803101	803877	+		PCC 7942 and UTEX RefSeq GFF3	WP_231621379.1	exact shared RefSeq protein_id
M744_RS04165	protein_id	RefSeq_protein	WP_231621379.1	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04165	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	803101	803877	+		UTEX RefSeq GFF3		direct seqid
M744_RS04170	cds_segment	RefSeq_location	NZ_CP006471.1:804147-805316:+	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04170	current_locus_tag	RefSeq_locus_tag	M744_RS04170	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3		direct annotation
M744_RS04170	genomic_location	RefSeq_location	NZ_CP006471.1:804147-805316:+	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04170	old_locus_tag	legacy_locus_tag	M744_04320	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04170	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2388	NZ_CP006471.1	804147	805316	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244027.1	exact shared RefSeq protein_id
M744_RS04170	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12135	NZ_CP006471.1	804147	805316	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244027.1	exact shared RefSeq protein_id
M744_RS04170	protein_id	RefSeq_protein	WP_011244027.1	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04170	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	804147	805316	+		UTEX RefSeq GFF3		direct seqid
M744_RS04175	cds_segment	RefSeq_location	NZ_CP006471.1:805330-807375:+	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04175	current_locus_tag	RefSeq_locus_tag	M744_RS04175	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3		direct annotation
M744_RS04175	genomic_location	RefSeq_location	NZ_CP006471.1:805330-807375:+	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04175	old_locus_tag	legacy_locus_tag	M744_04325	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04175	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2387	NZ_CP006471.1	805330	807375	+		PCC 7942 and UTEX RefSeq GFF3	WP_231621380.1	exact shared RefSeq protein_id
M744_RS04175	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12130	NZ_CP006471.1	805330	807375	+		PCC 7942 and UTEX RefSeq GFF3	WP_231621380.1	exact shared RefSeq protein_id
M744_RS04175	protein_id	RefSeq_protein	WP_231621380.1	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04175	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	805330	807375	+		UTEX RefSeq GFF3		direct seqid
M744_RS04180	cds_segment	RefSeq_location	NZ_CP006471.1:807377-808480:-	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04180	current_locus_tag	RefSeq_locus_tag	M744_RS04180	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct annotation
M744_RS04180	gene_symbol	gene_symbol	hypD	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04180	genomic_location	RefSeq_location	NZ_CP006471.1:807377-808480:-	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04180	old_locus_tag	legacy_locus_tag	M744_04330	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04180	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2386	NZ_CP006471.1	807377	808480	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378438.1	exact shared RefSeq protein_id
M744_RS04180	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12125	NZ_CP006471.1	807377	808480	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378438.1	exact shared RefSeq protein_id
M744_RS04180	protein_id	RefSeq_protein	WP_011378438.1	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04180	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	807377	808480	-		UTEX RefSeq GFF3		direct seqid
M744_RS04185	cds_segment	RefSeq_location	NZ_CP006471.1:808482-809504:-	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04185	current_locus_tag	RefSeq_locus_tag	M744_RS04185	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3		direct annotation
M744_RS04185	genomic_location	RefSeq_location	NZ_CP006471.1:808482-809504:-	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04185	old_locus_tag	legacy_locus_tag	M744_04335	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04185	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2385	NZ_CP006471.1	808482	809504	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244030.1	exact shared RefSeq protein_id
M744_RS04185	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12120	NZ_CP006471.1	808482	809504	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244030.1	exact shared RefSeq protein_id
M744_RS04185	protein_id	RefSeq_protein	WP_011244030.1	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04185	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	808482	809504	-		UTEX RefSeq GFF3		direct seqid
M744_RS04190	cds_segment	RefSeq_location	NZ_CP006471.1:809504-813094:-	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04190	current_locus_tag	RefSeq_locus_tag	M744_RS04190	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct annotation
M744_RS04190	gene_symbol	gene_symbol	nifJ	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04190	genomic_location	RefSeq_location	NZ_CP006471.1:809504-813094:-	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04190	old_locus_tag	legacy_locus_tag	M744_04340	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04190	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2384	NZ_CP006471.1	809504	813094	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378437.1	exact shared RefSeq protein_id
M744_RS04190	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12115	NZ_CP006471.1	809504	813094	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378437.1	exact shared RefSeq protein_id
M744_RS04190	protein_id	RefSeq_protein	WP_011378437.1	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04190	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	809504	813094	-		UTEX RefSeq GFF3		direct seqid
M744_RS04195	cds_segment	RefSeq_location	NZ_CP006471.1:813218-814297:-	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04195	current_locus_tag	RefSeq_locus_tag	M744_RS04195	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3		direct annotation
M744_RS04195	genomic_location	RefSeq_location	NZ_CP006471.1:813218-814297:-	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04195	old_locus_tag	legacy_locus_tag	M744_04345	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04195	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2383	NZ_CP006471.1	813218	814297	-		PCC 7942 and UTEX RefSeq GFF3	WP_190528512.1	exact shared RefSeq protein_id
M744_RS04195	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12110	NZ_CP006471.1	813218	814297	-		PCC 7942 and UTEX RefSeq GFF3	WP_190528512.1	exact shared RefSeq protein_id
M744_RS04195	protein_id	RefSeq_protein	WP_190528512.1	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04195	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	813218	814297	-		UTEX RefSeq GFF3		direct seqid
M744_RS04200	cds_segment	RefSeq_location	NZ_CP006471.1:814409-815599:+	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04200	current_locus_tag	RefSeq_locus_tag	M744_RS04200	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct annotation
M744_RS04200	gene_symbol	gene_symbol	hemW	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04200	genomic_location	RefSeq_location	NZ_CP006471.1:814409-815599:+	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04200	old_locus_tag	legacy_locus_tag	M744_04350	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04200	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2382	NZ_CP006471.1	814409	815599	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244033.1	exact shared RefSeq protein_id
M744_RS04200	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12105	NZ_CP006471.1	814409	815599	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244033.1	exact shared RefSeq protein_id
M744_RS04200	protein_id	RefSeq_protein	WP_011244033.1	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04200	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	814409	815599	+		UTEX RefSeq GFF3		direct seqid
M744_RS04205	cds_segment	RefSeq_location	NZ_CP006471.1:815596-816402:-	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04205	current_locus_tag	RefSeq_locus_tag	M744_RS04205	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct annotation
M744_RS04205	gene_symbol	gene_symbol	panB	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04205	genomic_location	RefSeq_location	NZ_CP006471.1:815596-816402:-	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04205	old_locus_tag	legacy_locus_tag	M744_04355	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04205	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2381	NZ_CP006471.1	815596	816402	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244034.1	exact shared RefSeq protein_id
M744_RS04205	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12100	NZ_CP006471.1	815596	816402	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244034.1	exact shared RefSeq protein_id
M744_RS04205	protein_id	RefSeq_protein	WP_011244034.1	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04205	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	815596	816402	-		UTEX RefSeq GFF3		direct seqid
M744_RS04210	cds_segment	RefSeq_location	NZ_CP006471.1:816706-817134:+	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04210	current_locus_tag	RefSeq_locus_tag	M744_RS04210	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3		direct annotation
M744_RS04210	genomic_location	RefSeq_location	NZ_CP006471.1:816706-817134:+	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04210	old_locus_tag	legacy_locus_tag	M744_04360	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04210	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2380	NZ_CP006471.1	816706	817134	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244035.1	exact shared RefSeq protein_id
M744_RS04210	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12095	NZ_CP006471.1	816706	817134	+		PCC 7942 and UTEX RefSeq GFF3	WP_011244035.1	exact shared RefSeq protein_id
M744_RS04210	protein_id	RefSeq_protein	WP_011244035.1	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04210	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	816706	817134	+		UTEX RefSeq GFF3		direct seqid
M744_RS04215	cds_segment	RefSeq_location	NZ_CP006471.1:817119-817910:-	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04215	current_locus_tag	RefSeq_locus_tag	M744_RS04215	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct annotation
M744_RS04215	gene_symbol	gene_symbol	thiD	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04215	genomic_location	RefSeq_location	NZ_CP006471.1:817119-817910:-	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04215	old_locus_tag	legacy_locus_tag	M744_04365	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04215	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2379	NZ_CP006471.1	817119	817910	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378435.1	exact shared RefSeq protein_id
M744_RS04215	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12090	NZ_CP006471.1	817119	817910	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378435.1	exact shared RefSeq protein_id
M744_RS04215	protein_id	RefSeq_protein	WP_011378435.1	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04215	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	817119	817910	-		UTEX RefSeq GFF3		direct seqid
M744_RS04220	cds_segment	RefSeq_location	NZ_CP006471.1:817910-819091:-	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04220	current_locus_tag	RefSeq_locus_tag	M744_RS04220	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct annotation
M744_RS04220	gene_symbol	gene_symbol	ftsZ	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS04220	genomic_location	RefSeq_location	NZ_CP006471.1:817910-819091:-	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04220	old_locus_tag	legacy_locus_tag	M744_04370	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04220	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2378	NZ_CP006471.1	817910	819091	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244037.1	exact shared RefSeq protein_id
M744_RS04220	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12085	NZ_CP006471.1	817910	819091	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244037.1	exact shared RefSeq protein_id
M744_RS04220	protein_id	RefSeq_protein	WP_011244037.1	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04220	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	817910	819091	-		UTEX RefSeq GFF3		direct seqid
M744_RS04225	cds_segment	RefSeq_location	NZ_CP006471.1:819311-820159:-	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04225	current_locus_tag	RefSeq_locus_tag	M744_RS04225	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3		direct annotation
M744_RS04225	genomic_location	RefSeq_location	NZ_CP006471.1:819311-820159:-	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04225	old_locus_tag	legacy_locus_tag	M744_04375	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04225	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2377	NZ_CP006471.1	819311	820159	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378434.1	exact shared RefSeq protein_id
M744_RS04225	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12080	NZ_CP006471.1	819311	820159	-		PCC 7942 and UTEX RefSeq GFF3	WP_011378434.1	exact shared RefSeq protein_id
M744_RS04225	protein_id	RefSeq_protein	WP_011378434.1	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04225	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	819311	820159	-		UTEX RefSeq GFF3		direct seqid
M744_RS04230	cds_segment	RefSeq_location	NZ_CP006471.1:820184-820594:-	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04230	current_locus_tag	RefSeq_locus_tag	M744_RS04230	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3		direct annotation
M744_RS04230	genomic_location	RefSeq_location	NZ_CP006471.1:820184-820594:-	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04230	old_locus_tag	legacy_locus_tag	M744_04380	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04230	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2376	NZ_CP006471.1	820184	820594	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244039.1	exact shared RefSeq protein_id
M744_RS04230	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12075	NZ_CP006471.1	820184	820594	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244039.1	exact shared RefSeq protein_id
M744_RS04230	protein_id	RefSeq_protein	WP_011244039.1	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS04230	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	820184	820594	-		UTEX RefSeq GFF3		direct seqid
M744_RS04235	cds_segment	RefSeq_location	NZ_CP006471.1:820598-821641:-	NZ_CP006471.1	820598	821641	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS04235	current_locus_tag	RefSeq_locus_tag	M744_RS04235	NZ_CP006471.1	820598	821641	-		UTEX RefSeq GFF3		direct annotation
M744_RS04235	genomic_location	RefSeq_location	NZ_CP006471.1:820598-821641:-	NZ_CP006471.1	820598	821641	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS04235	old_locus_tag	legacy_locus_tag	M744_04385	NZ_CP006471.1	820598	821641	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS04235	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_2375	NZ_CP006471.1	820598	821641	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244040.1	exact shared RefSeq protein_id
M744_RS04235	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS12070	NZ_CP006471.1	820598	821641	-		PCC 7942 and UTEX RefSeq GFF3	WP_011244040.1	exact shared RefSeq protein_id
