locus_tag	pass00399_search_observation	pass00399_search_ids	source_integrity	admitted_evidence
M744_RS05010	exact_sequence_unique	gnl|PRJNA209528|M744_05220	unverified_transport	no
M744_RS05015	exact_sequence_unique	gnl|PRJNA209528|M744_05225	unverified_transport	no
M744_RS05020	exact_sequence_unique	gnl|PRJNA209528|M744_05230	unverified_transport	no
M744_RS05025	exact_sequence_unique	gnl|PRJNA209528|M744_05235	unverified_transport	no
M744_RS05030	exact_sequence_unique	gnl|PRJNA209528|M744_05240	unverified_transport	no
M744_RS05035	exact_sequence_unique	gnl|PRJNA209528|M744_05245	unverified_transport	no
M744_RS05040	exact_sequence_unique	gnl|PRJNA209528|M744_05250	unverified_transport	no
M744_RS05045	exact_sequence_unique	gnl|PRJNA209528|M744_05255	unverified_transport	no
M744_RS05050	exact_sequence_unique	gnl|PRJNA209528|M744_05260	unverified_transport	no
M744_RS05055	exact_sequence_unique	gnl|PRJNA209528|M744_05265	unverified_transport	no
M744_RS05060	exact_sequence_unique	gnl|PRJNA209528|M744_05270	unverified_transport	no
M744_RS05065	exact_sequence_unique	gnl|PRJNA209528|M744_05275	unverified_transport	no
M744_RS05070	exact_sequence_unique	gnl|PRJNA209528|M744_05285	unverified_transport	no
M744_RS05075	exact_sequence_unique	gnl|PRJNA209528|M744_05290	unverified_transport	no
M744_RS05080	exact_sequence_unique	gnl|PRJNA209528|M744_05295	unverified_transport	no
M744_RS05085	exact_sequence_unique	gnl|PRJNA209528|M744_05300	unverified_transport	no
M744_RS05090	exact_sequence_unique	gnl|PRJNA209528|M744_05305	unverified_transport	no
M744_RS05095	exact_sequence_unique	gnl|PRJNA209528|M744_05310	unverified_transport	no
M744_RS05100	exact_sequence_unique	gnl|PRJNA209528|M744_05315	unverified_transport	no
M744_RS05105	exact_sequence_unique	gnl|PRJNA209528|M744_05320	unverified_transport	no
M744_RS05110	exact_sequence_unique	gnl|PRJNA209528|M744_05325	unverified_transport	no
M744_RS05115	exact_sequence_unique	gnl|PRJNA209528|M744_05330	unverified_transport	no
M744_RS05120	exact_sequence_unique	gnl|PRJNA209528|M744_05335	unverified_transport	no
M744_RS05130	exact_sequence_unique	gnl|PRJNA209528|M744_05345	unverified_transport	no
M744_RS05135	exact_sequence_unique	gnl|PRJNA209528|M744_05350	unverified_transport	no
M744_RS05140	exact_sequence_unique	gnl|PRJNA209528|M744_05355	unverified_transport	no
M744_RS05145	exact_sequence_unique	gnl|PRJNA209528|M744_05360	unverified_transport	no
M744_RS05150	exact_sequence_unique	gnl|PRJNA209528|M744_05365	unverified_transport	no
M744_RS05155	exact_sequence_unique	gnl|PRJNA209528|M744_05370	unverified_transport	no
M744_RS05160	absent		unverified_transport	no
M744_RS05165	exact_sequence_unique	gnl|PRJNA209528|M744_05380	unverified_transport	no
M744_RS05170	exact_sequence_unique	gnl|PRJNA209528|M744_05385	unverified_transport	no
M744_RS05175	exact_sequence_unique	gnl|PRJNA209528|M744_05390	unverified_transport	no
M744_RS05180	exact_sequence_unique	gnl|PRJNA209528|M744_05395	unverified_transport	no
M744_RS05185	exact_sequence_unique	gnl|PRJNA209528|M744_05405	unverified_transport	no
M744_RS05190	exact_sequence_unique	gnl|PRJNA209528|M744_05410	unverified_transport	no
M744_RS05195	exact_sequence_unique	gnl|PRJNA209528|M744_05415	unverified_transport	no
M744_RS05200	absent		unverified_transport	no
M744_RS05205	exact_sequence_unique	gnl|PRJNA209528|M744_05425	unverified_transport	no
M744_RS05210	absent		unverified_transport	no
M744_RS05215	exact_sequence_unique	gnl|PRJNA209528|M744_05435	unverified_transport	no
M744_RS05220	exact_sequence_unique	gnl|PRJNA209528|M744_05440	unverified_transport	no
M744_RS05225	exact_sequence_unique	gnl|PRJNA209528|M744_05445	unverified_transport	no
M744_RS05230	absent		unverified_transport	no
M744_RS05235	exact_sequence_unique	gnl|PRJNA209528|M744_05455	unverified_transport	no
M744_RS05240	exact_sequence_unique	gnl|PRJNA209528|M744_05460	unverified_transport	no
M744_RS05245	exact_sequence_unique	gnl|PRJNA209528|M744_05465	unverified_transport	no
M744_RS05250	absent		unverified_transport	no
M744_RS05255	exact_sequence_unique	gnl|PRJNA209528|M744_05475	unverified_transport	no
M744_RS05260	exact_sequence_unique	gnl|PRJNA209528|M744_05480	unverified_transport	no
M744_RS05265	exact_sequence_unique	gnl|PRJNA209528|M744_05485	unverified_transport	no
M744_RS05270	exact_sequence_unique	gnl|PRJNA209528|M744_05495	unverified_transport	no
M744_RS05275	exact_sequence_unique	gnl|PRJNA209528|M744_05500	unverified_transport	no
M744_RS05280	absent		unverified_transport	no
M744_RS05285	exact_sequence_unique	gnl|PRJNA209528|M744_05510	unverified_transport	no
M744_RS05290	exact_sequence_unique	gnl|PRJNA209528|M744_05515	unverified_transport	no
M744_RS05295	exact_sequence_unique	gnl|PRJNA209528|M744_05520	unverified_transport	no
M744_RS05300	exact_sequence_unique	gnl|PRJNA209528|M744_05525	unverified_transport	no
M744_RS05305	exact_sequence_unique	gnl|PRJNA209528|M744_05530	unverified_transport	no
M744_RS05310	exact_sequence_unique	gnl|PRJNA209528|M744_05535	unverified_transport	no
M744_RS05315	exact_sequence_unique	gnl|PRJNA209528|M744_05540	unverified_transport	no
M744_RS05320	exact_sequence_unique	gnl|PRJNA209528|M744_05550	unverified_transport	no
M744_RS05325	exact_sequence_unique	gnl|PRJNA209528|M744_05555	unverified_transport	no
M744_RS05330	exact_sequence_unique	gnl|PRJNA209528|M744_05560	unverified_transport	no
M744_RS05335	exact_sequence_unique	gnl|PRJNA209528|M744_05565	unverified_transport	no
M744_RS05345	exact_sequence_unique	gnl|PRJNA209528|M744_05575	unverified_transport	no
M744_RS05350	absent		unverified_transport	no
M744_RS05355	exact_sequence_unique	gnl|PRJNA209528|M744_05585	unverified_transport	no
M744_RS05360	absent		unverified_transport	no
M744_RS05365	exact_sequence_unique	gnl|PRJNA209528|M744_05595	unverified_transport	no
M744_RS05370	exact_sequence_unique	gnl|PRJNA209528|M744_05600	unverified_transport	no
M744_RS05375	exact_sequence_unique	gnl|PRJNA209528|M744_05605	unverified_transport	no
M744_RS05380	exact_sequence_unique	gnl|PRJNA209528|M744_05610	unverified_transport	no
M744_RS05385	exact_sequence_unique	gnl|PRJNA209528|M744_05615	unverified_transport	no
M744_RS05395	exact_sequence_unique	gnl|PRJNA209528|M744_05620	unverified_transport	no
M744_RS05400	absent		unverified_transport	no
M744_RS05405	exact_sequence_unique	gnl|PRJNA209528|M744_05630	unverified_transport	no
M744_RS05410	exact_sequence_unique	gnl|PRJNA209528|M744_05635	unverified_transport	no
M744_RS05420	absent		unverified_transport	no
M744_RS05425	exact_sequence_unique	gnl|PRJNA209528|M744_05650	unverified_transport	no
M744_RS05430	exact_sequence_unique	gnl|PRJNA209528|M744_05655	unverified_transport	no
M744_RS05435	absent		unverified_transport	no
M744_RS05440	exact_sequence_unique	gnl|PRJNA209528|M744_05665	unverified_transport	no
M744_RS05445	exact_sequence_unique	gnl|PRJNA209528|M744_05675	unverified_transport	no
M744_RS05450	exact_sequence_unique	gnl|PRJNA209528|M744_05680	unverified_transport	no
M744_RS05455	exact_sequence_unique	gnl|PRJNA209528|M744_05685	unverified_transport	no
M744_RS05460	exact_sequence_unique	gnl|PRJNA209528|M744_05690	unverified_transport	no
M744_RS05465	exact_sequence_unique	gnl|PRJNA209528|M744_05695	unverified_transport	no
M744_RS05470	exact_sequence_unique	gnl|PRJNA209528|M744_05700	unverified_transport	no
M744_RS05475	absent		unverified_transport	no
M744_RS05480	exact_sequence_unique	gnl|PRJNA209528|M744_05710	unverified_transport	no
M744_RS05485	exact_sequence_unique	gnl|PRJNA209528|M744_05715	unverified_transport	no
M744_RS05490	exact_sequence_unique	gnl|PRJNA209528|M744_05720	unverified_transport	no
M744_RS05495	exact_sequence_unique	gnl|PRJNA209528|M744_05725	unverified_transport	no
M744_RS05500	exact_sequence_unique	gnl|PRJNA209528|M744_05730	unverified_transport	no
M744_RS05505	exact_sequence_unique	gnl|PRJNA209528|M744_05735	unverified_transport	no
M744_RS05510	exact_sequence_unique	gnl|PRJNA209528|M744_05740	unverified_transport	no
M744_RS05515	exact_sequence_unique	gnl|PRJNA209528|M744_05745	unverified_transport	no
M744_RS05520	exact_sequence_unique	gnl|PRJNA209528|M744_05750	unverified_transport	no
M744_RS05525	absent		unverified_transport	no
M744_RS05530	exact_sequence_unique	gnl|PRJNA209528|M744_05760	unverified_transport	no
M744_RS05535	absent		unverified_transport	no
M744_RS05540	exact_sequence_unique	gnl|PRJNA209528|M744_05770	unverified_transport	no
M744_RS05545	exact_sequence_unique	gnl|PRJNA209528|M744_05775	unverified_transport	no
M744_RS05550	exact_sequence_unique	gnl|PRJNA209528|M744_05780	unverified_transport	no
M744_RS05555	exact_sequence_unique	gnl|PRJNA209528|M744_05785	unverified_transport	no
M744_RS05560	exact_sequence_unique	gnl|PRJNA209528|M744_05790	unverified_transport	no
M744_RS05565	exact_sequence_unique	gnl|PRJNA209528|M744_05795	unverified_transport	no
M744_RS05570	exact_sequence_unique	gnl|PRJNA209528|M744_05800	unverified_transport	no
M744_RS05580	exact_sequence_unique	gnl|PRJNA209528|M744_05810	unverified_transport	no
M744_RS05585	exact_sequence_unique	gnl|PRJNA209528|M744_05815	unverified_transport	no
M744_RS05590	exact_sequence_unique	gnl|PRJNA209528|M744_05820	unverified_transport	no
M744_RS05595	exact_sequence_unique	gnl|PRJNA209528|M744_05825	unverified_transport	no
M744_RS05600	exact_sequence_unique	gnl|PRJNA209528|M744_05830	unverified_transport	no
M744_RS05605	exact_sequence_unique	gnl|PRJNA209528|M744_05835	unverified_transport	no
M744_RS05610	exact_sequence_unique	gnl|PRJNA209528|M744_05840	unverified_transport	no
M744_RS05615	exact_sequence_unique	gnl|PRJNA209528|M744_05845	unverified_transport	no
M744_RS05620	exact_sequence_unique	gnl|PRJNA209528|M744_05850	unverified_transport	no
M744_RS05625	exact_sequence_unique	gnl|PRJNA209528|M744_05855	unverified_transport	no
M744_RS05630	exact_sequence_unique	gnl|PRJNA209528|M744_05860	unverified_transport	no
M744_RS05635	exact_sequence_unique	gnl|PRJNA209528|M744_05865	unverified_transport	no
M744_RS05640	exact_sequence_unique	gnl|PRJNA209528|M744_05870	unverified_transport	no
M744_RS05645	exact_sequence_unique	gnl|PRJNA209528|M744_05875	unverified_transport	no
M744_RS05650	exact_sequence_unique	gnl|PRJNA209528|M744_05880	unverified_transport	no
M744_RS05655	exact_sequence_unique	gnl|PRJNA209528|M744_05885	unverified_transport	no
M744_RS05660	exact_sequence_unique	gnl|PRJNA209528|M744_05890	unverified_transport	no
M744_RS05665	exact_sequence_unique	gnl|PRJNA209528|M744_05895	unverified_transport	no
M744_RS05670	exact_sequence_unique	gnl|PRJNA209528|M744_05900	unverified_transport	no
M744_RS05675	exact_sequence_unique	gnl|PRJNA209528|M744_05905	unverified_transport	no
M744_RS05680	exact_sequence_unique	gnl|PRJNA209528|M744_05910	unverified_transport	no
M744_RS05685	exact_sequence_unique	gnl|PRJNA209528|M744_05915	unverified_transport	no
M744_RS05690	exact_sequence_unique	gnl|PRJNA209528|M744_05920	unverified_transport	no
M744_RS05695	exact_sequence_unique	gnl|PRJNA209528|M744_05925	unverified_transport	no
M744_RS05700	exact_sequence_unique	gnl|PRJNA209528|M744_05930	unverified_transport	no
M744_RS05705	exact_sequence_unique	gnl|PRJNA209528|M744_05935	unverified_transport	no
M744_RS05710	exact_sequence_unique	gnl|PRJNA209528|M744_05945	unverified_transport	no
M744_RS05715	exact_sequence_unique	gnl|PRJNA209528|M744_05950	unverified_transport	no
M744_RS05720	exact_sequence_unique	gnl|PRJNA209528|M744_05955	unverified_transport	no
M744_RS05725	exact_sequence_unique	gnl|PRJNA209528|M744_05960	unverified_transport	no
M744_RS05730	exact_sequence_unique	gnl|PRJNA209528|M744_05965	unverified_transport	no
M744_RS05735	exact_sequence_unique	gnl|PRJNA209528|M744_05970	unverified_transport	no
M744_RS05740	exact_sequence_unique	gnl|PRJNA209528|M744_05975	unverified_transport	no
M744_RS05745	absent		unverified_transport	no
M744_RS05750	exact_sequence_unique	gnl|PRJNA209528|M744_05990	unverified_transport	no
M744_RS05755	exact_sequence_unique	gnl|PRJNA209528|M744_05995	unverified_transport	no
M744_RS05760	exact_sequence_unique	gnl|PRJNA209528|M744_06000	unverified_transport	no
M744_RS05765	exact_sequence_unique	gnl|PRJNA209528|M744_06005	unverified_transport	no
M744_RS05770	exact_sequence_unique	gnl|PRJNA209528|M744_06010	unverified_transport	no
M744_RS05775	exact_sequence_unique	gnl|PRJNA209528|M744_06015	unverified_transport	no
M744_RS05780	exact_sequence_unique	gnl|PRJNA209528|M744_06020	unverified_transport	no
M744_RS05785	exact_sequence_unique	gnl|PRJNA209528|M744_06025	unverified_transport	no
M744_RS05790	exact_sequence_unique	gnl|PRJNA209528|M744_06030	unverified_transport	no
M744_RS05795	exact_sequence_unique	gnl|PRJNA209528|M744_06035	unverified_transport	no
M744_RS05800	exact_sequence_unique	gnl|PRJNA209528|M744_06040	unverified_transport	no
M744_RS05805	exact_sequence_unique	gnl|PRJNA209528|M744_06045	unverified_transport	no
M744_RS05810	exact_sequence_unique	gnl|PRJNA209528|M744_06050	unverified_transport	no
M744_RS05815	exact_sequence_unique	gnl|PRJNA209528|M744_06055	unverified_transport	no
M744_RS05820	exact_sequence_unique	gnl|PRJNA209528|M744_06060	unverified_transport	no
M744_RS05825	exact_sequence_unique	gnl|PRJNA209528|M744_06070	unverified_transport	no
M744_RS05830	exact_sequence_unique	gnl|PRJNA209528|M744_06075	unverified_transport	no
M744_RS05835	exact_sequence_unique	gnl|PRJNA209528|M744_06080	unverified_transport	no
M744_RS05840	exact_sequence_unique	gnl|PRJNA209528|M744_06085	unverified_transport	no
M744_RS05845	exact_sequence_unique	gnl|PRJNA209528|M744_06090	unverified_transport	no
M744_RS05850	exact_sequence_unique	gnl|PRJNA209528|M744_06095	unverified_transport	no
M744_RS05855	exact_sequence_unique	gnl|PRJNA209528|M744_06100	unverified_transport	no
M744_RS05860	exact_sequence_unique	gnl|PRJNA209528|M744_06105	unverified_transport	no
M744_RS05865	exact_sequence_unique	gnl|PRJNA209528|M744_06115	unverified_transport	no
M744_RS05870	exact_sequence_unique	gnl|PRJNA209528|M744_06120	unverified_transport	no
M744_RS05875	exact_sequence_unique	gnl|PRJNA209528|M744_06125	unverified_transport	no
M744_RS05880	exact_sequence_unique	gnl|PRJNA209528|M744_06130	unverified_transport	no
M744_RS05885	exact_sequence_unique	gnl|PRJNA209528|M744_06135	unverified_transport	no
M744_RS05890	exact_sequence_unique	gnl|PRJNA209528|M744_06140	unverified_transport	no
M744_RS05895	absent		unverified_transport	no
M744_RS05900	exact_sequence_unique	gnl|PRJNA209528|M744_06150	unverified_transport	no
M744_RS05905	exact_sequence_unique	gnl|PRJNA209528|M744_06155	unverified_transport	no
M744_RS05910	exact_sequence_unique	gnl|PRJNA209528|M744_06160	unverified_transport	no
M744_RS05915	exact_sequence_unique	gnl|PRJNA209528|M744_06165	unverified_transport	no
M744_RS05920	exact_sequence_unique	gnl|PRJNA209528|M744_06175	unverified_transport	no
M744_RS05925	exact_sequence_unique	gnl|PRJNA209528|M744_06180	unverified_transport	no
M744_RS05930	exact_sequence_unique	gnl|PRJNA209528|M744_06185	unverified_transport	no
M744_RS05935	exact_sequence_unique	gnl|PRJNA209528|M744_06190	unverified_transport	no
M744_RS05940	exact_sequence_unique	gnl|PRJNA209528|M744_06195	unverified_transport	no
M744_RS05945	exact_sequence_unique	gnl|PRJNA209528|M744_06200	unverified_transport	no
M744_RS05950	exact_sequence_unique	gnl|PRJNA209528|M744_06205	unverified_transport	no
M744_RS05955	exact_sequence_unique	gnl|PRJNA209528|M744_06210	unverified_transport	no
M744_RS05960	exact_sequence_unique	gnl|PRJNA209528|M744_06215	unverified_transport	no
M744_RS05965	absent		unverified_transport	no
M744_RS05970	exact_sequence_unique	gnl|PRJNA209528|M744_06225	unverified_transport	no
M744_RS05975	exact_sequence_unique	gnl|PRJNA209528|M744_06230	unverified_transport	no
M744_RS05980	exact_sequence_unique	gnl|PRJNA209528|M744_06235	unverified_transport	no
M744_RS05985	exact_sequence_unique	gnl|PRJNA209528|M744_06240	unverified_transport	no
M744_RS05990	exact_sequence_unique	gnl|PRJNA209528|M744_06245	unverified_transport	no
M744_RS05995	exact_sequence_unique	gnl|PRJNA209528|M744_06250	unverified_transport	no
M744_RS06000	exact_sequence_unique	gnl|PRJNA209528|M744_06260	unverified_transport	no
M744_RS06005	absent		unverified_transport	no
M744_RS06010	exact_sequence_unique	gnl|PRJNA209528|M744_06270	unverified_transport	no
M744_RS06015	exact_sequence_unique	gnl|PRJNA209528|M744_06275	unverified_transport	no
M744_RS06020	exact_sequence_unique	gnl|PRJNA209528|M744_06280	unverified_transport	no
M744_RS06025	exact_sequence_unique	gnl|PRJNA209528|M744_06285	unverified_transport	no
M744_RS06030	exact_sequence_unique	gnl|PRJNA209528|M744_06290	unverified_transport	no
M744_RS06035	exact_sequence_unique	gnl|PRJNA209528|M744_06295	unverified_transport	no
M744_RS06040	absent		unverified_transport	no
M744_RS06045	exact_sequence_unique	gnl|PRJNA209528|M744_06305	unverified_transport	no
M744_RS06050	exact_sequence_unique	gnl|PRJNA209528|M744_06310	unverified_transport	no
M744_RS06055	exact_sequence_unique	gnl|PRJNA209528|M744_06315	unverified_transport	no
M744_RS06065	exact_sequence_unique	gnl|PRJNA209528|M744_06325	unverified_transport	no
M744_RS06070	exact_sequence_unique	gnl|PRJNA209528|M744_06330	unverified_transport	no
M744_RS06075	exact_sequence_unique	gnl|PRJNA209528|M744_06335	unverified_transport	no
M744_RS06080	exact_sequence_unique	gnl|PRJNA209528|M744_06340	unverified_transport	no
M744_RS06085	exact_sequence_unique	gnl|PRJNA209528|M744_06345	unverified_transport	no
M744_RS06090	absent		unverified_transport	no
M744_RS06095	exact_sequence_unique	gnl|PRJNA209528|M744_06355	unverified_transport	no
M744_RS06100	absent		unverified_transport	no
M744_RS06105	exact_sequence_unique	gnl|PRJNA209528|M744_06365	unverified_transport	no
M744_RS06110	exact_sequence_unique	gnl|PRJNA209528|M744_06370	unverified_transport	no
M744_RS06115	exact_sequence_unique	gnl|PRJNA209528|M744_06375	unverified_transport	no
M744_RS06120	exact_sequence_unique	gnl|PRJNA209528|M744_06380	unverified_transport	no
M744_RS06125	exact_sequence_unique	gnl|PRJNA209528|M744_06385	unverified_transport	no
M744_RS06130	exact_sequence_unique	gnl|PRJNA209528|M744_06390	unverified_transport	no
M744_RS06135	absent		unverified_transport	no
M744_RS06140	exact_sequence_unique	gnl|PRJNA209528|M744_06400	unverified_transport	no
M744_RS06145	exact_sequence_unique	gnl|PRJNA209528|M744_06410	unverified_transport	no
M744_RS06150	exact_sequence_unique	gnl|PRJNA209528|M744_06415	unverified_transport	no
