locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS04890		WP_039755581.1	1	present	exact	exact	66	f58a29ca8346934d4a208609158906dffe9c438e0c953a823160acc573aad1c0	none	unknown	unknown	unknown	unknown
M744_RS04895	mutS	WP_011378371.1	1	present	exact	exact	882	eee8c4f63b46f9fe6cd724dec4314c1352bd778c90b388328475ee967b21f75c	none	unknown	unknown	unknown	unknown
M744_RS04900		WP_011378370.1	1	present	exact	exact	520	1b6bad19bae1998da292dff12049933d920960f7568c0f2a00a640dbd61098a6	none	unknown	unknown	unknown	unknown
M744_RS04905	psbZ	WP_011244163.1	1	present	exact	exact	62	7d1dfb77af125d075e05b24c0739938b7106c539ce0bb41eb6484d7367addd5c	none	unknown	unknown	unknown	unknown
M744_RS04910	ribH	WP_011244164.1	1	present	exact	exact	181	29cd7a815e4bd16b221f0185d77ea0b36e522d02fec0e5937f4e09432fbb53e4	none	unknown	unknown	unknown	unknown
M744_RS04920		WP_011378369.1	1	present	exact	exact	414	ae3165bca3e2a68072b1329c17068140d9f61787d5a03932cd86eb9be98291b5	none	unknown	unknown	unknown	unknown
M744_RS04930		WP_011244168.1	1	present	exact	exact	176	095f369eb7a78a4fbc43232d38ca58a64bafd7f2316a6b4e6c9d1f527a0e6e54	none	unknown	unknown	unknown	unknown
M744_RS04935		WP_231621385.1	1	present	exact	exact	166	5ce533a655ead8b92a79087cd052d5d934a69ace822157178d911326ebb7af23	none	unknown	unknown	unknown	unknown
M744_RS04940		WP_011378368.1	1	present	exact	exact	471	917689cfd65b4eca557ba9b26115cbcb47db919d7920a9367ac31213552f15ff	none	unknown	unknown	unknown	unknown
M744_RS04945		WP_011244171.1	1	present	exact	exact	144	a9e2a8aaab483ffd886ac8371f04a363607caec3b7d63f9c975447a0737af024	none	unknown	unknown	unknown	unknown
M744_RS04950		WP_011244172.1	1	present	exact	exact	554	a2a19abc194dc39fb644ebd622d5e89caa9d4ec8baee3089f8b8ab00ed0dfb2f	none	unknown	unknown	unknown	unknown
M744_RS04955	trmD	WP_011244173.1	1	present	exact	exact	235	524c3d67d1ff8d93a327fa5c98653bbcd117f1cf589b7d78367a3b5202f17ceb	none	unknown	unknown	unknown	unknown
M744_RS04960	ndhN	WP_011244174.1	1	present	exact	exact	158	9b4150351dd2aceaaa843d191b420ba8ff844e679cbaff4a7b9e59aa6c403d1e	none	unknown	unknown	unknown	unknown
M744_RS04970	rplC	WP_011244175.1	1	present	exact	exact	213	eac41dd50d10d22d23f892d8b4768447401911a99208cf50df1000ad8407615c	none	unknown	unknown	unknown	unknown
M744_RS04975	rplD	WP_011244176.1	1	present	exact	exact	210	a16931dec20e4447b73faf6bc6a24b496288ef69d00899ed26ea93dd0ad0b7c6	none	unknown	unknown	unknown	unknown
M744_RS04980		WP_011244177.1	1	present	exact	exact	100	9c075239784f7be5aa68876a0aa4dc92853bf59d5690eb797d20c4e027353433	none	unknown	unknown	unknown	unknown
M744_RS04985	rplB	WP_011378366.1	1	present	exact	exact	287	f9b1c1c9ea2b8301f5921cc629eb70c6553c4c5417d4c112f9ea7e07ebad76e1	none	unknown	unknown	unknown	unknown
M744_RS04990	rpsS	WP_011244179.1	1	present	exact	exact	91	41fdf8adb2b29c74c39e6f590bd73356f6932f97734ce20db0a8825d3610a3fc	none	unknown	unknown	unknown	unknown
M744_RS04995	rplV	WP_011244180.1	1	present	exact	exact	117	16c49793e2329eb838e465e2c0557d4d5aaff290dc9a448257aefefb18127ce2	none	unknown	unknown	unknown	unknown
M744_RS05000	rpsC	WP_011244181.1	1	present	exact	exact	244	d0174d0c7878d4840215d80c1f38c2d1ef2cc0d85259d0fa740ee6ca81089d35	none	unknown	unknown	unknown	unknown
M744_RS05005	rplP	WP_011244182.1	1	present	exact	exact	142	e9fc1e2cffd63737c41511503bc67241db57d301b42c152a9f36c6107ff1cca6	none	unknown	unknown	unknown	unknown
M744_RS05010	rpmC	WP_011244183.1	1	present	exact	exact	64	12f9fce426f4058fd90b999c3ed444c24e9a2e31af3813f7d412cb43f0f72636	none	unknown	unknown	unknown	unknown
M744_RS05015	rpsQ	WP_011244184.1	1	present	exact	exact	82	1b48cb7efc6f28d6b81cb5ab3c38a3b5a9ad837c91a45689df4a46d18d3db2a5	none	unknown	unknown	unknown	unknown
M744_RS05020	rplN	WP_011244185.1	1	present	exact	exact	121	69dbe451c0a45fd85fb3119a7523b6ec270a7f332db1bd9cb45b06337a38bd74	none	unknown	unknown	unknown	unknown
M744_RS05025	rplX	WP_011244186.1	1	present	exact	exact	113	c8e166a16fbb76636b7d98d8b7fcdcff48351b8fb5da36ba453bc9525194c0c0	none	unknown	unknown	unknown	unknown
M744_RS05030	rplE	WP_011244187.1	1	present	exact	exact	179	8cda8545c5dfbce912e925819307cef1941dfbadcb01aa351e7161a6c0bbc060	none	unknown	unknown	unknown	unknown
M744_RS05035	rpsH	WP_011244188.1	1	present	exact	exact	133	f6fd82d90e674f55e47ddb12586ea4513cbff0c0d0d695705a954d00971b8c3e	none	unknown	unknown	unknown	unknown
M744_RS05040	rplF	WP_011244189.1	1	present	exact	exact	179	03d500aa8e092956bd6516bd1635919fac71214ba6c4be12a7bb4753e36e6266	none	unknown	unknown	unknown	unknown
M744_RS05045	rplR	WP_011244190.1	1	present	exact	exact	120	ee41f01725a99cdda6226297d8cdfe406c64cf6ee3cdcc79c0429b6ba20817a2	none	unknown	unknown	unknown	unknown
M744_RS05050	rpsE	WP_011244191.1	1	present	exact	exact	180	03b29cd51ca71ede80aa8a08a2e459f535401db8e129a29898e5f62abfa2e571	none	unknown	unknown	unknown	unknown
M744_RS05055	rplO	WP_011244192.1	1	present	exact	exact	147	73f91b13e45d957f91bfd003cc6b40018db13f2dcf2da051febb423032d08bb2	none	unknown	unknown	unknown	unknown
M744_RS05060	secY	WP_011244193.1	1	present	exact	exact	439	5967b6655de315873d787e61615933e73750a9b31e9edb92c0909e4770b3a11b	none	unknown	unknown	unknown	unknown
M744_RS05065		WP_011244194.1	1	present	exact	exact	186	d02f0a37560aa6289f6bfe64c89d44f2f9826cc520ee24b3011ccea5c0bd39bf	none	unknown	unknown	unknown	unknown
M744_RS05070	rpsM	WP_011244196.1	1	present	exact	exact	125	892bd405019fbf90d473065f8750867fd109a1e257499e8f4a1c2c60ef1d77a9	none	unknown	unknown	unknown	unknown
M744_RS05075	rpsK	WP_011244197.1	1	present	exact	exact	130	6ea96bf81d83107a9102ae9d6ebe14e92868594202d6bff61a5c9374c8bb5ea0	none	unknown	unknown	unknown	unknown
M744_RS05080		WP_011244198.1	1	present	exact	exact	309	7adafdd0ad37375d3acd6ae885cc4e539d926a16f71c6d0fbfbf291b3c896b7e	none	unknown	unknown	unknown	unknown
M744_RS05085	rplQ	WP_011244199.1	1	present	exact	exact	116	8fc85e983819ab7ef8ac6f23e844b288501d3454e76d8a65e4d1984a619220bf	none	unknown	unknown	unknown	unknown
M744_RS05090	truA	WP_011378365.1	1	present	exact	exact	294	b74d69868a5734a263b755fe653f5019b928dbcaf83951242c8d2dde248eb29c	none	unknown	unknown	unknown	unknown
M744_RS05095	rplM	WP_011244201.1	1	present	exact	exact	151	d56e68d0de908c598c4602249f5cf88895b8e88ff4561748ba75ddb5ce7ed7bc	none	unknown	unknown	unknown	unknown
M744_RS05100	rpsI	WP_011244202.1	1	present	exact	exact	135	638365ee3f28b9da1dfdb54ad54416e6c82765594de073beb6160a2641f56746	none	unknown	unknown	unknown	unknown
M744_RS05105	rpmE	WP_011244203.1	1	present	exact	exact	77	20e2853f422f3df0ecfaaa448af5cc5fd1a2cfc3cf9fc9c2dd0a4ce622efc83e	none	unknown	unknown	unknown	unknown
M744_RS05110	prfA	WP_011244204.1	1	present	exact	exact	368	72b3265cbf9ec0eaa806538d97bdb85079f2aee1a760cb319da2750c4c102bdf	none	unknown	unknown	unknown	unknown
M744_RS05115		WP_011244205.1	1	present	exact	exact	165	0dbd43d614d3c60da81db4af04a6d731ab27ff2a04ac650fdbc60ce64bb7c7a8	none	unknown	unknown	unknown	unknown
M744_RS05120	alr	WP_011378364.1	1	present	exact	exact	406	dbdfefddfdb59d25f6f137228d9e09bfbee48712bbb8b5b6b2335856829379aa	none	unknown	unknown	unknown	unknown
M744_RS05130		WP_011378363.1	1	present	exact	exact	163	ca45677f75c8c54b8f64d081ddab4892d9f3de5060b17eb54c8ed19e69acaacd	none	unknown	unknown	unknown	unknown
M744_RS05135		WP_011378362.1	1	present	exact	exact	870	f96084e5cf132e91af2b061982589b4e73c4dbc72b06d782596cab87dfc8cc77	none	unknown	unknown	unknown	unknown
M744_RS05140		WP_011244209.1	1	present	exact	exact	376	b66386c01c09901e10938daf9847af606058f68d7076c17f85e5601058f5be55	none	unknown	unknown	unknown	unknown
M744_RS05145	proB	WP_011378361.1	1	present	exact	exact	367	99d99ba8041375e2bd0effd5a97514b121279ccf4ff67d24c5517702024a10fd	none	unknown	unknown	unknown	unknown
M744_RS05150		WP_011378360.1	1	present	exact	exact	213	2ae4128a720f02cd36d4699989b09726dc9129d590a309e1ec80be817c2e60d4	none	unknown	unknown	unknown	unknown
M744_RS05155		WP_011378359.1	1	present	exact	exact	641	eb0eaff86af07f47c9b4cd517119706ad0d3743afb8ff4db2ba9509136082026	none	unknown	unknown	unknown	unknown
M744_RS05160		WP_231621386.1	1	present	exact	exact	114	88787f1fa83454ef2b330e1ec6baa07de527fc376b2c61a26d20e103360d249e	none	unknown	unknown	unknown	unknown
M744_RS05165		WP_011378358.1	1	present	exact	exact	560	a5e759967eb3ed4fc66934ea0f4494fd09e39b504e62c8b9b6f127849559e683	none	unknown	unknown	unknown	unknown
M744_RS05170		WP_011378357.1	1	present	exact	exact	535	5753de30fae7098daeb1fba2985c8807ca8c89e68cbb51700e99af1ca0c8c15e	none	unknown	unknown	unknown	unknown
M744_RS05175		WP_011244216.1	1	present	exact	exact	243	d6af90355f1b09e1ccc418404a1be1bee22fe8b3f0b32ff25987c19b6ddaa5b6	none	unknown	unknown	unknown	unknown
M744_RS05180	msrB	WP_011244217.1	1	present	exact	exact	140	821c1374194ebf53381256716132b32a36e396d4f2a9ca890800c3738b90ca2d	none	unknown	unknown	unknown	unknown
M744_RS05185		WP_011244218.1	1	present	exact	exact	467	7ce4a25eb2e8da65e6fb92db217c8ab831040c6a05d52ed0eb04ffc40bc87208	none	unknown	unknown	unknown	unknown
M744_RS05190		WP_011244219.1	1	present	exact	exact	134	08d380acec1dd90f19cbc32c631b9b3ae92e51f852001b4a0ec0dc038325b768	none	unknown	unknown	unknown	unknown
M744_RS05195		WP_011378355.1	1	present	exact	exact	545	f22b343637ec3510776d9bb203b60dbda0e99b36eee48b8c43bb4eb9c609ac46	none	unknown	unknown	unknown	unknown
M744_RS05200		WP_199290539.1	1	present	exact	exact	147	3bfcd41ba9aae42a002001680625e3b126f31ba6330a5cdf665e7bc999d4e6fe	none	unknown	unknown	unknown	unknown
M744_RS05205		WP_011244222.1	1	present	exact	exact	266	48c29d9ef9463ad616029e2f0a27de385e3a5599623f75bf58ca87445ff9fe24	none	unknown	unknown	unknown	unknown
M744_RS05210	rnhA	WP_011378354.1	1	present	exact	exact	259	4e23554f19cb4b5e3a7d6b7c7938b5ee8ac7296c9dd09eca359d2b1f72f2d0d5	none	unknown	unknown	unknown	unknown
M744_RS05215		WP_011378353.1	1	present	exact	exact	61	e582ab6769e895a06b1ce18424f7d4aeb7386e60a49b64de14f30720f7045326	none	unknown	unknown	unknown	unknown
M744_RS05220		WP_011378352.1	1	present	exact	exact	403	659c08e30462155d3b358dda07b2192bf9f6324a6c1167e35649d81c7b4f8457	none	unknown	unknown	unknown	unknown
M744_RS05225		WP_011244225.1	1	present	exact	exact	145	546ebfea707b98f1e91757be3ca0fde7ec5f393f002251ec99329beb0271ffc9	none	unknown	unknown	unknown	unknown
M744_RS05230		WP_011244226.1	1	present	exact	exact	304	b1a48980a12c34b359acbcf031b9648341f63aa12484feff97283189b01bf575	none	unknown	unknown	unknown	unknown
M744_RS05235		WP_011244227.1	1	present	exact	exact	113	289eaefaeef0f3076425d495106c6dbcf01be144605869c8158450820dbc4aed	none	unknown	unknown	unknown	unknown
M744_RS05240		WP_039755585.1	1	present	exact	exact	290	fb839ffc5fb1faa2e4dfeec3c0544b8336f5d76c19c1e0891086cf9b214cbfcf	none	unknown	unknown	unknown	unknown
M744_RS05245		WP_011244229.1	1	present	exact	exact	381	fe55a59fc74bda19e843aa46416e91ee6720543b1609c3eec527b7d3ddd11df1	none	unknown	unknown	unknown	unknown
M744_RS05250		WP_011244230.1	1	present	exact	exact	366	ba46c9d90eb889fa7c2d3aa3d8bef11d5a201f43eac2d3a6907e064101656c07	none	unknown	unknown	unknown	unknown
M744_RS05255		WP_011244231.1	1	present	exact	exact	209	5b0ef22341feb0b3015132821c1980674072af64b978a67b7b35d6ba2519e1da	none	unknown	unknown	unknown	unknown
M744_RS05260		WP_011244232.1	1	present	exact	exact	186	bef2b4c06506bb27a7c952765867dfe35595bd6731ee3621fd6668b629f31e9a	none	unknown	unknown	unknown	unknown
M744_RS05265		WP_011244233.1	1	present	exact	exact	86	c5acc84d56e3cc5b681cd40e917a32e9966dcbf96ba2781fce8f6068f052a15b	none	unknown	unknown	unknown	unknown
M744_RS05270	dpsA	WP_011244234.1	1	present	exact	exact	176	040acd22ddca8f85a757dd763f4e371cb7cd757e5dbb5ba05ba521f42f3a9a4e	none	unknown	unknown	unknown	unknown
M744_RS05275		WP_011378350.1	1	present	exact	exact	149	07633104b38ade148638a6f0e97d468db3d7a395994b219e481ba109f9c3ce30	none	unknown	unknown	unknown	unknown
M744_RS05280		WP_231621389.1	1	present	exact	exact	92	f5d0e2ea34bdc2c1f14615058163eeb14002616779659987527d67d46faec498	none	unknown	unknown	unknown	unknown
M744_RS05285	pcrA	WP_011378349.1	1	present	exact	exact	794	708aadbd17f2a2a58b3d20bce7bcd560499e209c026f6efe29061134159a7622	none	unknown	unknown	unknown	unknown
M744_RS05290		WP_011244238.1	1	present	exact	exact	150	352c1c0b208a2db0af3f6593d2920d83c68d2751fc49d06d9fb72cc5862328e9	none	unknown	unknown	unknown	unknown
M744_RS05295		WP_011244239.1	1	present	exact	exact	123	8241f34c28fc0039eec6f0ee7fe01b872a35f3abdcec5df7c3c0b82d31ee9a73	none	unknown	unknown	unknown	unknown
M744_RS05300		WP_011244240.1	1	present	exact	exact	126	e965dffdd048af810e9d8d82476330b4ce1a0bd3f4bf6fe622a9708908f7734f	none	unknown	unknown	unknown	unknown
M744_RS05305		WP_011244241.1	1	present	exact	exact	461	4a1ff95f6af37b72a7fb0228c216474df2b420c9cf4aa75f081157aa03a83aa6	none	unknown	unknown	unknown	unknown
M744_RS05310		WP_011378348.1	1	present	exact	exact	162	1fcbf2d2b55bfd939bc5b24bf8283b27cfe4ac8b424258be842f5f445a3aff6b	none	unknown	unknown	unknown	unknown
M744_RS05315		WP_039755588.1	1	present	exact	exact	69	9689bc608b78940967203fdb81be60e318b1217b73405fdf9ba45f2f1fcdcf97	none	unknown	unknown	unknown	unknown
M744_RS05320		WP_011244243.1	1	present	exact	exact	218	70b62080c157d344941f7bf42d33144c2613b400ebc6845e1f768faa40dd450d	none	unknown	unknown	unknown	unknown
M744_RS05325		WP_011378346.1	1	present	exact	exact	384	cbbd639b8bb441e566dd40d6b6c62dcc632d097283e2e058030589532c8d02af	none	unknown	unknown	unknown	unknown
M744_RS05330		WP_011244245.1	1	present	exact	exact	310	7f37e465d355bae8ef5a8250c8d5af882cc9d5c914f05b8097ccc0b3334ddc18	none	unknown	unknown	unknown	unknown
M744_RS05335	apcB	WP_011244246.1	1	present	exact	exact	169	9bebcb2f364c7c946a6e0b2d9fa2ef3b7b804f41b94881915e300c90bc3499cd	none	unknown	unknown	unknown	unknown
M744_RS05345	glnA	WP_011378345.1	1	present	exact	exact	473	b1baa50fa0ff9602ae365297f69eeb1da8b03705d07173bbb05a4b33480d531b	none	unknown	unknown	unknown	unknown
M744_RS05350		WP_039755593.1	1	present	exact	exact	124	e1053f1c618efc90885ab5b3da3ef50fa6d94ce313e7568459931f3be2da873d	none	unknown	unknown	unknown	unknown
M744_RS05355		WP_011378343.1	1	present	exact	exact	67	74a777d0c2e6c55a6b2a45e359628fec67e04c4f2ee61970cea40901f8f780a2	none	unknown	unknown	unknown	unknown
M744_RS05360		WP_196794057.1	1	present	exact	exact	143	c117ec51f965d45cf0d784488ac5302784d5efa3f6fb79931dd011b834467669	none	unknown	unknown	unknown	unknown
M744_RS05365		WP_011378341.1	1	present	exact	exact	419	20f192cfa13de55c09111ad6929f519b5ae7293f17baf2b948fefb6b6f615e25	none	unknown	unknown	unknown	unknown
M744_RS05370		WP_011378340.1	1	present	exact	exact	737	f25e3d16a5b414b6ed48c33c55f05ee582731d8e99d7d946bd5a0539f83b96ac	none	unknown	unknown	unknown	unknown
M744_RS05375		WP_011244252.1	1	present	exact	exact	347	b3ccddf4a6acadee35bc4d05173ee0b2bab29a782fb259a065a429a5dfc5ef37	none	unknown	unknown	unknown	unknown
M744_RS05380		WP_011244253.1	1	present	exact	exact	286	417a75c373312bcb5692462a6b7d7ea26d3592d7cbe332e09f329fe23a24f97b	none	unknown	unknown	unknown	unknown
M744_RS05385		WP_011244254.1	1	present	exact	exact	340	b0d6c87b84ceafc6ae3fd2469629c083d0115e3b18ce7a25d0ba85b8a60ea55f	none	unknown	unknown	unknown	unknown
M744_RS05395		WP_011244255.1	1	present	exact	exact	136	33d4c4826d2600689905cc722f47677e2d644b0004103c02fbc575c2acaf7c7a	none	unknown	unknown	unknown	unknown
M744_RS05400		WP_162010013.1	1	present	exact	exact	96	b8c2f343ef012cc9e8554007fce475e45bf1a7950f24e354afa10dfdb5446b23	none	unknown	unknown	unknown	unknown
M744_RS05405		WP_011378338.1	1	present	exact	exact	295	bb46b2ef38c3a66dff247c6d22d7ca01cbb0bdcee03b07605d8068059b620c4a	none	unknown	unknown	unknown	unknown
M744_RS05410		WP_011378337.1	1	present	exact	exact	162	64f6e1bb04108a95f71ffcf246bbad1d8011a2ca27db7da36019056d3aca2556	none	unknown	unknown	unknown	unknown
M744_RS05420	trpB	WP_196794078.1	1	present	exact	exact	403	84f9f7c26bd5ae9c28b8ec7bd6cf528438b7e7ca0e2c39fdad385612421b3c49	none	unknown	unknown	unknown	unknown
M744_RS05425		WP_011378336.1	1	present	exact	exact	111	1c6edada335c2d14f411c4f66431892fe565474987cf7206061f2b147828bb84	none	unknown	unknown	unknown	unknown
M744_RS05430		WP_011244260.1	1	present	exact	exact	154	5652c0e4da43e3f595c906c6dd4e58cf3dc8ae6a9e3557ae417e434688513830	none	unknown	unknown	unknown	unknown
M744_RS05435		WP_011244262.1	1	present	exact	exact	143	f8b9031e84ac95eedb407d6955a9296145b14cb0260305e1f1fe03517aa4296e	none	unknown	unknown	unknown	unknown
M744_RS05440		WP_011244263.1	1	present	exact	exact	203	d2a1132bd381d048b9d215d443d07f529bbc8b8cc8a8036695eda9fd6ff57737	none	unknown	unknown	unknown	unknown
M744_RS05445		WP_011378335.1	1	present	exact	exact	341	d7932028e5a83f54cfd59a7791a33bb19a48c72485533387264df366852c85bb	none	unknown	unknown	unknown	unknown
M744_RS05450		WP_039755600.1	1	present	exact	exact	189	c4d24e759b741fd358875c9f7e074d2a6ce3241bc6946ba550f02aa90bf34be2	none	unknown	unknown	unknown	unknown
M744_RS05455		WP_011244265.1	1	present	exact	exact	1328	9723f457fc784857874fa18211673f02e6b5fa01d7ad4efd2c6c1fcefe5e8b92	none	unknown	unknown	unknown	unknown
M744_RS05460	dapB	WP_011378334.1	1	present	exact	exact	273	6934d0d42076b51b15576be9d44fac010b874a1106af14554b0133f0e1fde2bc	none	unknown	unknown	unknown	unknown
M744_RS05465		WP_011244267.1	1	present	exact	exact	227	df1e80c30519aa1d20762d33a2466e22e64039436ebefce3d8eea7e90674ac6a	none	unknown	unknown	unknown	unknown
M744_RS05470		WP_011244268.1	1	present	exact	exact	349	98da5f88d50f744c06f03f8c001a42d5f7da8661ae7011de56bffd308b0899be	none	unknown	unknown	unknown	unknown
M744_RS05475		WP_011244269.1	1	present	exact	exact	183	9bf0cc8fbbcc8198d7cb688db7074b2f7064abd3fe7c453f10d39afe1f8e723c	none	unknown	unknown	unknown	unknown
M744_RS05480	glmM	WP_011378332.1	1	present	exact	exact	472	038a8eb89c4620b1be3261c8fb176c42b4101008efba7a8a70e6f356264e946e	none	unknown	unknown	unknown	unknown
M744_RS05485		WP_049749333.1	1	present	exact	exact	59	c50b1bda2c4274f0a42d14aa3088931334bf0c817a5443852a665e8393c53519	none	unknown	unknown	unknown	unknown
M744_RS05490		WP_011378331.1	1	present	exact	exact	690	5ee7693f4b53cd679d4e844eb3522c3940a801ff3b2c5c65402d6f38a48fa539	none	unknown	unknown	unknown	unknown
M744_RS05495		WP_011244272.1	1	present	exact	exact	194	a73facc77d89772434217712343f35042febccb69f8cfa433e9beef196772353	none	unknown	unknown	unknown	unknown
M744_RS05500		WP_011244273.1	1	present	exact	exact	134	199322c320c473d668ac2aaf9509dec8a24e950f757eaaa5d9460fe16d80a121	none	unknown	unknown	unknown	unknown
M744_RS05505	txlA	WP_011244274.1	1	present	exact	exact	191	9fa01156894d914bbd84ced557060ae6c302ca1485439aeae5a29a12ce63819e	none	unknown	unknown	unknown	unknown
M744_RS05510	nblA	WP_011378330.1	1	present	exact	exact	59	521e5b3d1eac3cf41b10c2d09fd93dc6011912aed8e464db655d05a0df3a410f	none	unknown	unknown	unknown	unknown
M744_RS05515		WP_011244276.1	1	present	exact	exact	134	1d9c57934d1ee03e69ea7b4a8362020c6acb6ee26ec4fe052f1d7c286e5721b3	none	unknown	unknown	unknown	unknown
M744_RS05520		WP_011244277.1	1	present	exact	exact	133	414817bf607249305bfc43a7df839da6a1e0f84d9522975c9b4fc0622f28847e	none	unknown	unknown	unknown	unknown
M744_RS05525		WP_011378329.1	1	present	exact	exact	323	1b9d771cc2e754a60a377ad0ac56fcf2eadd6744aea2a41f1d1b39ed2e959aad	none	unknown	unknown	unknown	unknown
M744_RS05530	trpD	WP_011378328.1	1	present	exact	exact	348	0039a999cf9ec68f92efa5ac26526dfc8ef2c794329286ed54aac142fde057a2	none	unknown	unknown	unknown	unknown
M744_RS05535	carA	WP_011378327.1	1	present	exact	exact	391	a427368663719433a41391bdbe3e42481cb18d89e64277b6b06e46dce126853c	none	unknown	unknown	unknown	unknown
M744_RS05540		WP_011244281.1	1	present	exact	exact	130	52ab0cef144cc941b692e5156c7d177d1d2e32ad51d99b68d877bc922be0edf6	none	unknown	unknown	unknown	unknown
M744_RS05545		WP_011378326.1	1	present	exact	exact	138	cc6e63b054065215428ec6cc75b4a03e1ac0f8a68ef9f76084ae9f571a350b9a	none	unknown	unknown	unknown	unknown
M744_RS05550	rlmB	WP_011378325.1	1	present	exact	exact	519	c854149bfef7fd8c098f68b769f63e7324b130a2249562ae86c10b1ef2773a9f	none	unknown	unknown	unknown	unknown
M744_RS05555		WP_011244284.1	1	present	exact	exact	95	ccc5826321569e7df33a532a496128c9bb8af2b965cb15b93981c283c601b2c0	none	unknown	unknown	unknown	unknown
M744_RS05560	gatA	WP_011378324.1	1	present	exact	exact	479	30abeca4dc246304d2b6094516abfc9d4c747808ea92ccbe3ce5dbeda1d7528c	none	unknown	unknown	unknown	unknown
M744_RS05565		WP_011378323.1	1	present	exact	exact	286	eb0e54a4a533c3eaf4de754d8237fc0cb723f069317a053bc60a47282cf9cffb	none	unknown	unknown	unknown	unknown
M744_RS05570		WP_011244287.1	1	present	exact	exact	284	2597fb3447eb5b349a5effd03c8dfc2eb3daa7266cbbe0f6ef76067a9bd8fc4c	none	unknown	unknown	unknown	unknown
M744_RS05580	sasA	WP_011378322.1	1	present	exact	exact	387	e9b7bfd168ba8d229e154a811a04b265b501a0802bd5e74ab6d47b8e39df1f3d	none	unknown	unknown	unknown	unknown
M744_RS05585		WP_011378321.1	1	present	exact	exact	331	80e426bf0c548e4e63f6c4b2eb1f19484a8abd26fe639769dd0613e013708333	none	unknown	unknown	unknown	unknown
M744_RS05590		WP_011244290.1	1	present	exact	exact	180	6c1fae172db7a84170bdbbe8ff150778af8bea2d68ec6f909015e382511ca788	none	unknown	unknown	unknown	unknown
M744_RS05595		WP_011378320.1	1	present	exact	exact	302	e0c79d0ecd0dcbb8df1af5889af6b88b11050b64d186fc2d96f00789724b278d	none	unknown	unknown	unknown	unknown
